OBJECTID,NAME,OWNER,NOTES,CITY,FEATTYPE,STATUS,SOURCE,SOURCE_YEAR,ShapeSTArea,ShapeSTLength
1590,Tehama Trails Park,,Greenbelt,Fort Worth,Local Park,Existing,City of Fort Worth,2019,998458.551757812,7366.02890801487
1591,Trails of Fossil Creek Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,441854.10546875,4250.68250750135
1592,Vista West Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,220231.633789062,2137.22591861264
1593,West Fork Ranch Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,208138.864257812,2104.5718449094
1594,Willow Ridge Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,231253.943359375,2429.94627478992
1595,Watts Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,39432.9521484375,1358.74451945835
1596,Victory Forest Park,,Community Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,365654.66796875,8466.77813112373
1597,Walnut Creek Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,246883.563476562,4682.90592910568
1598,Saratoga Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,924300.15625,10917.4634189146
1599,Trinity Bluff Park,,Conservancy,Fort Worth,Local Park,Existing,City of Fort Worth,2019,80135.8525390625,2331.61930711183
1600,Simpson Plaza,,Urban Park,Frisco,Local Park,Existing,City of Frisco,2020,62247.728515625,1368.77247636838
1601,Plum Creek Park,City of Frisco,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,261834.486328125,2412.29440127803
1602,Boulder Draw Park,,Natural Area,Frisco,Local Park,Existing,City of Frisco,2020,413979.903320312,2847.15094444633
1603,Independence/Rolater Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,336184.787109375,2719.4156028666
1604,Pearson Acres Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2017,437947.547851562,2655.22887729151
1605,Towne Center Park,,,Heath,Local Park,Existing,City of Heath,2017,124903.884765625,1679.60737579503
1606,Park,,,Heath,Local Park,Existing,City of Heath,2017,47560.677734375,945.944980281365
1607,Tommy & Sue Brown Park,,,North Richland Hills,Local Park,Existing,City of North Richland Hills,2017,310654.34765625,2466.02426142294
1608,Dr Pillow Neighborhood Park,,,North Richland Hills,Local Park,Existing,City of North Richland Hills,2017,235304.989257812,2055.56658400398
1609,The Lakes at HomeTown Park,,,North Richland Hills,Local Park,Existing,PADUSA,2020,1097380.19238281,8428.11636132222
1610,Liberty Park,,,North Richland Hills,Local Park,Existing,City of North Richland Hills,2017,103523.583007812,1354.49442335435
1611,Holiday Lane Athletic Fields,,,North Richland Hills,Local Park,Existing,City of North Richland Hills,2017,1552533.61425781,5438.38495575639
1612,Richland Tennis Center,,,North Richland Hills,Local Park,Existing,City of North Richland Hills,2017,264724.506835938,2202.53439224285
1613,Ace Park,,,North Richland Hills,Local Park,Existing,City of North Richland Hills,2017,69954.150390625,1218.1785118942
1614,Little Bear Creek Community Park,City of North Richland Hills,,North Richland Hills,Local Park,Existing,City of North Richland Hills,2017,3376233.41992188,10121.1273747401
1615,Stormy Plaza,,,North Richland Hills,Local Park,Existing,City of North Richland Hills,2017,35610.044921875,1095.30253025019
1616,Park,,,Heath,Local Park,Existing,NCTCOG,2020,79066.9375,1231.48192801691
1617,Plano Aquatic Center Leased Site,Plano Parks,Special Use Facilities,Plano,Local Park,Existing,City of Plano,2020,117742.509765625,1616.71989912634
1618,Stimpson and Drake Park,Plano Parks,Neighborhood Parks,Plano,Local Park,Existing,City of Plano,2020,16348.65625,519.042773110294
1619,Copper Creek Playground,Plano Parks,Neighborhood Parks,Plano,Local Park,Existing,City of Plano,2020,173434.994140625,2135.36939125621
1620,Windhaven Meadows Park,Plano Parks,Community Park,Plano,Local Park,Existing,City of Plano,2020,5371360.85058594,12800.9711330878
1621,Town Lake Park (Whispering Farms),Town,Community Park,Prosper,Local Park,Existing,Town of Prosper,2020,802324.93359375,5081.32290390764
1622,Lakes of La Cima (East),HOA-Private,Greenbelt/Trail Corridor,Prosper,Local Park,Existing,Town of Prosper,2020,327689.7890625,4058.44894968845
1623,Boyer Park,Town,Pocket Park,Prosper,Local Park,Existing,Town of Prosper,2020,20034.802734375,547.564632589831
1624,Eagles Landing Park,Town,Neighborhood Park,Prosper,Local Park,Existing,Town of Prosper,2020,471456.763671875,3652.94628199614
1625,Preston Lakes Park,Town,Pocket Park,Prosper,Local Park,Existing,Town of Prosper,2020,140216.53125,1617.07838387017
1626,Town Lake Park (Greenspoint),Town,Community Park,Prosper,Local Park,Existing,Town of Prosper,2020,268038.51953125,4043.19726487242
1627,Tucker Park,Town,Pocket Park,Prosper,Local Park,Existing,Town of Prosper,2020,61797.552734375,1646.77091313332
1628,Cockrell Park,Town,Neighborhood Park (Undeveloped),Prosper,Local Park,Existing,Town of Prosper,2020,365482.935546875,2929.84186999083
1629,Sexton Park,Town-Undev,Community Park (Undeveloped),Prosper,Local Park,Existing,Town of Prosper,2020,3104542.15234375,7545.37963697786
1630,Chapel Hill Hike & Bike Trail,HOA-Private,Greenbelt/Trail Corridor,Prosper,Local Park,Existing,Town of Prosper,2020,112240.833984375,2687.49775688541
1631,Frontier Park,Town,Community Park,Prosper,Local Park,Existing,Town of Prosper,2020,3463935.52148438,9185.42111679084
1632,Hawaiian Falls Waterparks,,Water Park,The Colony,Local Park,Existing,City of The Colony,2020,812981.90625,3662.29719325844
1633,Bridlewood Park,Private,Publicly Accessible,Flower Mound,Local Park,Existing,Town of Flower Mound,2020,27557.3076171875,683.042401360313
1634,Open Space,Town,Open Space/Natural Area,Flower Mound,Local Park,Existing,Town of Flower Mound,2020,90647.0087890625,1827.40205493387
1635,Greenbelt,Town,Greenbelt,Flower Mound,Local Park,Existing,Town of Flower Mound,2020,41787.1689453125,1599.63933671876
1636,Green Acres Farm Memorial Park,Town,Community Park,Flower Mound,Local Park,Existing,Town of Flower Mound,2020,561611.162109375,2999.210737642
1637,Gerault Park,Town,Community/Sports Complex,Flower Mound,Local Park,Existing,Town of Flower Mound,2020,1628019.39355469,5069.60833854778
1638,Bakersfield Park,Town,Sports Complex,Flower Mound,Local Park,Existing,Town of Flower Mound,2020,2500323.77832031,6836.21536998062
1639,Twin Coves Park,Town,Regional,Flower Mound,Local Park,Existing,Town of Flower Mound,2020,8415023.80078125,37492.5377406904
1640,Del Santer Tract,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,180758.197265625,2936.98649642644
1641,Ticky Creek Park,US Corps of Engineers,,Uninc,Local Park,Existing,Collin County,2019,1691123.08007812,6178.87624207791
1642,Parkhill Prairie,Collin County,,Uninc,Local Park,Existing,Collin County,2019,19025721.2929688,18369.4418223129
1643,Collin Park,,,Wylie,Local Park,Existing,City of Lavon,2018,7150743.70507812,17925.1720818127
1644,Clear Lake Park,,,Wylie,Local Park,Existing,City of Lavon/ESRI Streets Base Map,2018,6903416.37109375,29753.5570979283
1645,Caddo Park,,,Uninc,Local Park,Existing,Collin County,2019,3561330.43554688,9084.53713122178
1646,Murphy Hills Park,,,DeSoto,Local Park,Existing,City of DeSoto,2017,232382.879882812,2092.97285421898
1647,Briarwood Park,,,DeSoto,Local Park,Existing,City of DeSoto,2017,589421.896484375,7061.61952632989
1648,Kiva Park,,,DeSoto,Local Park,Existing,PADUSA,2020,467589.999023438,3533.33189316226
1649,Roy Orr Trail,,,DeSoto,Local Park,Existing,City Website,2020,2537004.60253906,15177.0552289407
1650,Woodbridge Estates Open Space,Texas Parks & Recreation Foundation,,DeSoto,Local Park,Existing,Parcels,2018,988705.466796875,8812.3979642947
1651,Berson Road Park,,,DeSoto,Local Park,Existing,PADUSA,2020,255856.751953125,2461.61885351059
1652,Briarwood North Park,,,DeSoto,Local Park,Existing,PADUSA,2020,829348.774414062,7429.42359884027
1653,Windmill Hill Nature Preserve,,,DeSoto,Local Park,Existing,PADUSA,2020,3011282.79003906,11059.5646555404
1654,Lakeside Park,,,Highland Park,Local Park,Existing,NCTCOG,2020,294071.061523438,6981.44590181868
1655,Jester Park,,,Highland Park,Local Park,Existing,NCTCOG,2020,29559.759765625,831.362060521737
1656,Hackberry Creek,,,Highland Park,Local Park,Existing,NCTCOG,2020,193986.817382812,4557.228438024
1657,Connor Park,,,Highland Park,Local Park,Existing,NCTCOG,2020,288244.791992188,5175.74287151372
1658,Cave Park,,,Highland Park,Local Park,Existing,NCTCOG,2020,5701.4052734375,366.330468713505
1659,Alice Circle Park,,,Highland Park,Local Park,Existing,NCTCOG,2020,32909.90234375,1113.80488345382
1660,Moss School Park,City of Mesquite,,Mesquite,Local Park,Existing,NCTCOG,2020,184307.146484375,1915.59712750115
1661,JJ Hanby Elementary School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,407036.55859375,3009.13137401182
1662,Lawrence School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,290936.7578125,2773.42573583283
1663,Opal Lawrence Historical Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,597670.521484375,3765.25982592949
1664,Achziger School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,288575.75,2315.23684677364
1665,Optimist Park,,,Mineral Wells,Local Park,Existing,NCTCOG,2020,1115340.15820312,4282.82417382349
1666,Cathy's Park,,,Mineral Wells,Local Park,Existing,NCTCOG,2020,28299.5556640625,752.883819734431
1667,Love Street Park,,,Weatherford,Local Park,Existing,NCTCOG,2020,503316.331054688,2862.21004181782
1668,Chandor Gardens,,,Weatherford,Local Park,Existing,NCTCOG,2020,208955.819335938,2261.17165095919
1669,Timber Creek Park,,,Benbrook,Local Park,Existing,City of Benbrook,2019,744024.048828125,4220.77120073649
1670,Twilight Park,,,Benbrook,Local Park,Existing,City of Benbrook,2019,66974.9521484375,1241.73152327918
1671,Rolling Hills Park,,,Benbrook,Local Park,Existing,City of Benbrook,2019,185526.34765625,1855.97776763876
1672,Little Elm Park,City of Little Elm,,Little Elm,Local Park,Existing,Denton County,2020,5655352.33300781,21606.9953342069
1673,Cottonwood Park,City of Little Elm,,Little Elm,Local Park,Existing,Denton County,2020,5615658.67871094,19706.7452905693
1674,Narrow Lake Park,,,Little Elm,Local Park,Existing,NCTCOG,2020,1310027.80664062,6970.67054714786
1675,Castle Ridge Park,,,Little Elm,Local Park,Existing,NCTCOG,2020,12354.1357421875,475.892504449778
1676,Sunset Pointe Park,,,Little Elm,Local Park,Existing,Denton County,2020,187404.670898438,2037.35215203472
1677,Oliver Nature Park,,,Mansfield,Local Park,Existing,City of Mansfield,2020,3525408.02929688,11199.7343106283
1678,Windmill Ridge Park,City of Rockwall,Neighborhood Park,Rockwall,Local Park,Existing,City of Rockwall,2020,371709.509765625,5170.84916285256
1679,Summit Park,,,Southlake,Local Park,Existing,NCTCOG,2020,94375.30859375,1401.48069527952
1680,McPherson Park,,,Southlake,Local Park,Existing,NCTCOG,2020,150426.865234375,1613.80147740739
1681,Johnson Park,,,Southlake,Local Park,Existing,NCTCOG,2020,313928.6953125,6280.13792472955
1682,Watermere Park,,,Southlake,Local Park,Existing,NCTCOG,2020,178465.58984375,2635.2766791588
1683,Southlake Sports Complex,,,Southlake,Local Park,Existing,NCTCOG,2020,700712.004882812,3401.3378706567
1684,Overton Ridge,,,Keller,Local Park,Existing,NCTCOG,2020,330141.255859375,3934.09605300104
1685,Willis Coves Preserve,,,Keller,Local Park,Existing,NCTCOG,2020,186435.7265625,1798.09636543017
1686,Keller Sports Park,,,Keller,Local Park,Existing,NCTCOG,2020,4984955.96191406,10127.3245655924
1687,Parks at Town Center,,,Keller,Local Park,Existing,NCTCOG,2020,4659757.91210938,14763.1016494131
1688,Bear Creek Park,,,Keller,Local Park,Existing,NCTCOG,2020,1811384.3828125,6019.04682688365
1689,Trinity Strand Trail,"Park, Streets",Linear,Dallas,Local Park,Existing,City of Dallas,2019,2702422.76367188,26884.4653278619
1690,Walford Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,23934.541015625,619.390515691357
1691,NorthBark Park,DWU - Perm to use,Special (Off-Leash),Dallas,Local Park,Existing,City of Dallas,2019,1010171.81640625,4608.8809869079
1692,Belo Garden,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,63648.6044921875,1039.35303310633
1693,Watercrest Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,831476.04296875,7553.21968693752
1694,Timberleaf Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,72412.849609375,1470.76185639311
1695,Klyde Warren Park,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,154506.087890625,2437.73070496152
1696,LBJ National Grasslands,,,Uninc,State Park or Forest,Existing,NCTCOG,2020,873357785.494141,851536.810434849
1697,Sandy Oak Park,,,Haltom City,Local Park,Existing,NCTCOG,2020,248765.893554688,3098.06266884639
1698,Richards Park,,,Waxahachie,Local Park,Existing,NCTCOG,2020,238757.776367188,2097.18973458896
1699,Founders Plaza,,,Dallas,Local Park,Existing,NCTCOG,2020,48947.345703125,885.7105060811
1700,John F Kennedy Memorial Plaza,,,Dallas,Local Park,Existing,NCTCOG,2020,52532.6484375,917.34666948236
1701,Lambert Branch City Park,,,Granbury,Local Park,Existing,NCTCOG,2020,145386.465820312,1563.30859936707
1702,Timberlake Girl Scouts Camp,,,Azle,Local Park,Existing,NCTCOG,2020,5820385.34960938,16314.0106771369
1703,Rocky Point Park,,,Flower Mound,Local Park,Existing,NCTCOG,2020,15658348.2675781,85444.7739132962
1704,Greenway Park,,,The Colony,Local Park,Existing,NCTCOG,2020,394349.727539062,4614.13015527051
1705,Sam Houston Middle School Football Field,,,Irving,Local Park,Existing,NCTCOG,2020,426735.025390625,2918.87119059576
1706,Revere Park,,,Irving,Local Park,Existing,NCTCOG,2020,208648.778320312,1854.57109990831
1707,Southwest Korean Baptist Church Park,,,Farmers Branch,Local Park,Existing,Parcels,2019,46803.8427734375,866.168530963159
1708,City Square,,CO,Carrollton,Local Park,Existing,City of Carrollton,2019,15435.9775390625,494.345836538486
1709,Pappy Elkins Park,,,Dalworthington Gardens,Local Park,Existing,NCTCOG,2020,1185902.16210938,11492.2779068806
1710,North Hampton Park,,,Dallas,Local Park,Existing,NCTCOG,2020,1290417.62109375,8994.86246357393
1711,Lisbon Park,,,Dallas,Local Park,Existing,NCTCOG,2020,171497.646484375,2341.03688358111
1712,Pine Park,,,Dallas,Local Park,Existing,NCTCOG,2020,30518.6572265625,834.966406177139
1713,Greenway Park,Greenway Parks,Greenway Neighborhood Park,Dallas,Local Park,Existing,NCTCOG,2020,49006.6884765625,1034.59120932792
1714,Aikin Park,,,Dallas,Local Park,Existing,NCTCOG,2020,105353.986328125,1945.98295076535
1715,Lake Lavon Camp and Conference Center,,,Wylie,Local Park,Existing,City Website,2020,2560043.25195312,7576.6422900942
1716,White Park,,,Garland,Local Park,Existing,City of Garland,2020,42844.8828125,864.820964158365
1717,Dublin City Park,,,Dublin,Local Park,Existing,Google,2020,1798683.87011719,7922.05122569858
1718,Heritage Park,,Private Open Space,Fort Worth,Local Park,Existing,Parcels,2019,331643.625976562,4356.89497019496
1719,Exposition Plaza,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,96205.5400390625,1771.08170066655
1720,Mack Park,,Community Park,Denton,Local Park,Existing,City of Denton,2019,922958.978515625,5892.40937743744
1721,McCord Park,,,Little Elm,Local Park,Existing,Town of Little Elm,2017,1602188.76367188,8025.88621168007
1722,TownCenter Park,,,Kennedale,Local Park,Existing,City Website,2020,65978.822265625,1240.82984685506
1723,Buffalo Ridge Park,,,Haltom City,Local Park,Existing,NCTCOG,2020,2763937.14550781,11291.291796536
1724,Whites Branch Park Trail,,,Haltom City,Local Park,Existing,NCTCOG,2020,3224635.90429688,15614.1343496601
1725,Cowtown Wake Park,,,Fort Worth,Local Park,Existing,NCTCOG,2020,1177457.078125,5191.3592599278
1726,High Oak Park,,,Arlington,Local Park,Existing,City of Arlington,2019,539737.7265625,3307.01420731085
1727,Texas Horse Park,,,Dallas,Local Park,Existing,NCTCOG,2020,10131552.6005859,12704.6822968103
1728,Central Park,,,Hurst,Local Park,Existing,City of Hurst,2018,764742.412109375,5846.28334107193
1729,Park,,,Allen,Local Park,Existing,City of Allen,2017,302194.84375,2284.98068908489
1730,Bridgewater Crossing Park,,,Allen,Local Park,Existing,City of Allen,2017,534812.349609375,4746.17837634389
1731,Elm Creek Park,,,Alvord,Local Park,Existing,NCTCOG,2020,1040778.46191406,5573.96837231897
1732,Miller Stadium,,,Mineral Wells,Local Park,Existing,NCTCOG,2020,1021825.17382812,4216.78202653463
1733,Elmhurst Park,,,Mineral Wells,Local Park,Existing,NCTCOG,2020,2521387.07519531,9947.19970083377
1734,Heritage Park,,,Stephenville,Local Park,Existing,NCTCOG,2020,120868.904296875,1728.91630633438
1735,Cecil Ballow Baseball Complex,,,Stephenville,Local Park,Existing,NCTCOG,2020,840928.4921875,3843.96791797226
1736,Fossil Rim Wildlife Center,Fossil Rim Wildlife Center,Research and Conservation Center,Uninc,Local Park,Existing,City of Glen Rose,2017,74524142.015625,58868.1548255056
1737,Reunion Grounds,,,Granbury,Local Park,Existing,NCTCOG,2020,1719050.49804688,6317.48729931974
1738,Cartwright Park,,,Weatherford,Local Park,Existing,PADUSA/Parcels,2020,8574228.84179688,18703.0475598138
1739,Worth Ranch,Boy Scouts of America,Boy Scout Camp,Uninc,Local Park,Existing,NCTCOG,2020,32100763.1845703,38791.4363941835
1740,Northwest Recreation and Industrial Park,,,Bridgeport,Local Park,Existing,City of Bridgeport,2017,38936400.0195312,42113.5687114879
1741,Lake Tawakoni State Park,,,Uninc,State Park or Forest,Existing,NCTCOG,2020,18693010.1445312,31028.8099691965
1742,Red Bear Park,,,Uninc,Local Park,Existing,NCTCOG,2020,1126763.09765625,4792.40847805473
1743,Tall Timbers Addition Park,,,Euless,Local Park,Existing,City of Euless,2017,118819.294921875,1709.82708756971
1744,Forest Pointe Estates,Forest Pointe HOA,,Euless,Local Park,Existing,City of Euless,2017,28259.56640625,943.986989164717
1745,Kiddie Carr Park,City of Euless,,Euless,Local Park,Existing,City of Euless,2020,176440.650390625,2508.09003299527
1746,South Euless Park,City of Euless,Park,Euless,Local Park,Existing,City of Euless,2020,282672.818359375,2677.13131865467
1747,Holiday Park,,,Benbrook,Local Park,Existing,PADUSA,2020,31594356.0273438,62973.018800058
1748,Sublett Creek Linear,,,Arlington,Local Park,Existing,City of Arlington,2019,524344.65234375,5540.67752207659
1749,Gene Allen,City of Arlington,,Arlington,Local Park,Existing,City of Arlington,2019,16462.01171875,618.723582617489
1750,Timberlake Park,City of Arlington,,Arlington,Local Park,Existing,City of Arlington,2019,845128.583007812,4814.82310643174
1751,Trinity East Subarea,City of Arlington,,Arlington,Local Park,Existing,City of Arlington,2019,176845.176757812,2664.09052211619
1752,Rush Creek Linear Park South,City of Arlington,,Arlington,Local Park,Existing,City of Arlington,2017,143628.885742188,1797.17644094077
1753,Nathan Lowe,City of Arlington,,Arlington,Local Park,Existing,City of Arlington,2019,514184.939453125,3853.15276614418
1754,Martha Walker,,,Arlington,Local Park,Existing,City of Arlington,2019,571710.34765625,3354.23396419229
1755,Heroes,,,Arlington,Local Park,Existing,City of Arlington,2019,27919.169921875,1222.6223264297
1756,Valley View Park,,,Arlington,Local Park,Existing,City of Arlington,2019,48566.2373046875,1019.593414057
1757,Buddy Stewart Park,,,Cleburne,Local Park,Existing,City of Cleburne,2019,5295933.46191406,11190.327556134
1758,Kirtley Park,,,Cleburne,Local Park,Existing,City of Cleburne,2019,1085722.61132812,15532.2624692656
1759,Cleburne Sports Complex,,,Cleburne,Local Park,Existing,City of Cleburne,2019,3825187.46679688,8346.97169827255
1760,Creekside Development Park,,,Lewisville,Local Park,Existing,City of Denton,2017,15306.6484375,685.631729378088
1761,Lewisville Saddle Club,,,Lewisville,Local Park,Existing,City of Lewisville,2017,350445.203125,3267.79661939651
1762,Krum City Park,City of Krum,,Krum,Local Park,Existing,Denton County,2020,831967.774414062,5098.20580284786
1763,Hamblen Park,,,Forney,Local Park,Existing,City Website,2020,32260.896484375,800.937345182685
1764,Bell Park,,,Forney,Local Park,Existing,NCTCOG,2020,17092.751953125,538.978005564029
1765,Eastside Park,,,Forney,Local Park,Existing,Kaufman County,2020,140035.20703125,1696.14974531328
1766,Forney Community Park,,,Forney,Local Park,Existing,Kaufman County/City Website,2020,7230816.88476562,14481.7949673965
1767,Harold Bacchus Community Park,,Sports Complex,Frisco,Local Park,Existing,City of Frisco,2020,4979650.14257812,13460.9838134067
1768,Yucca Ridge Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,504869.228515625,2913.80470405193
1769,Camp Wisdom Park,US Corps of Engineers,,Dallas,Local Park,Existing,PADUSA,2020,16062039.1162109,22668.2020895156
1770,Town Square,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,10870.2197265625,414.781060291384
1771,Pleasant Glade Pool,City of Grapevine,City Park,Grapevine,Local Park,Existing,City of Grapevine,2020,133503.482421875,1829.92862028328
1772,Scott's Landing Marina Lease,ACE Lease,Lake Park,Grapevine,Local Park,Existing,City of Grapevine,2020,1265499.24023438,7621.32882707933
1773,Hendrick House,City of Lewisville,,Lewisville,Local Park,Existing,City of Lewisville,2017,100497.17578125,1328.4971426881
1774,Wayne Ferguson Plaza,,,Lewisville,Local Park,Existing,NCTCOG,2020,50450.1884765625,1066.2620462786
1775,John M Whisenant Park,,Neighborhood Park,McKinney,Local Park,Existing,City of McKinney,2018,392165.623046875,3795.69234814882
1776,Inspiration Park,,Neighborhood Park,McKinney,Local Park,Existing,City of McKinney,2018,448849.083984375,3059.06797606229
1777,City Park Land,City of McKinney,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,457134.947265625,6152.95685270616
1778,Tom Allen Jr Park,,Neighborhood Park,McKinney,Local Park,Existing,City of McKinney,2018,260821.92578125,2167.83154039413
1779,Wilson Creek - Eldorado,City of McKinney,Community Park,McKinney,Local Park,Existing,City of McKinney,2018,588356.642578125,4133.91743199966
1780,City Park Land,City of McKinney,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,362897.591796875,2793.5642844719
1781,Dr Mack Hill Park,City of McKinney,Neighborhood Park,McKinney,Local Park,Existing,City of McKinney,2018,718803.01171875,4908.59313140237
1782,Jim Ledbetter Park,,Neighborhood Park,McKinney,Local Park,Existing,City of McKinney,2018,455178.341796875,3367.77636423018
1783,City Park Land,,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,261727.068359375,2616.88735072545
1784,Crape Myrtle World Collection,City of McKinney,Special Park,McKinney,Local Park,Existing,City of McKinney,2018,294682.42578125,2235.03886617081
1785,Patin Park,Town-Undev,Community Park (Undeveloped),Prosper,Local Park,Existing,Town of Prosper,2020,746233.353515625,5149.86523527724
1786,Windsong Ranch Community Park,HOA-Private,Community Park (Undeveloped),Prosper,Local Park,Existing,Town of Prosper,2020,2274619.83203125,6582.33442500952
1787,Hays Park,Town,Pocket Park,Prosper,Local Park,Existing,Town of Prosper,2020,68075.865234375,1700.66330850633
1788,Spring Creek Nature Area,City of Richardson,,Richardson,Local Park,Existing,City of Richardson,2018,4731633.3046875,14218.8366872378
1789,Durham Park,,,Richardson,Local Park,Existing,City of Richardson,2018,37495.625,834.787961073389
1790,Northrich Park,,,Richardson,Local Park,Existing,City of Richardson,2018,55907.9453125,1065.13441057303
1791,Davidson Park,City of The Colony,,The Colony,Local Park,Existing,NCTCOG,2020,26959.5400390625,843.507426682765
1792,Annie's Park,The Residences of Austin Ranch,,The Colony,Local Park,Existing,Parcels,2019,15250.66796875,519.553143872066
1793,Southbrook Phase II,City of Wylie,Drainage and Utility Easement,Wylie,Local Park,Existing,City of Wylie,2017,75096.052734375,1384.13814861469
1794,Sage Creek Amenity Center,Wylie Sage Creek Residential Assoc ,,Wylie,Local Park,Existing,Parcels,2019,129908.67578125,1618.58320291513
1795,Riverway Park,City,"Playground, Pavilion",Wylie,Local Park,Existing,City of Wylie,2020,146456.21484375,2038.1412220766
1796,Birmingham Farms Phase 14A Park,City,"Trails, Playground",Wylie,Local Park,Existing,City of Wylie,2020,244277.146484375,5298.49476022976
1797,Meadows of Birmingham Park,City,Trail,Wylie,Local Park,Existing,City of Wylie,2020,159667.765625,2648.61956646599
1798,Dallas County Muddy Creek Preserve at Wylie,City of Wylie,Trails,Wylie,Local Park,Existing,City of Wylie,2020,1660295.26953125,6878.74252115102
1799,Meadowview Estates Park,City,Trail,Wylie,Local Park,Existing,City of Wylie,2020,92747.302734375,4465.68487181202
1800,Wooded Creek Park,City,Future Park,Wylie,Local Park,Proposed,City of Wylie,2020,34844.388671875,1198.19081404666
1801,Kingsbridge Park,City of Wylie,Trail,Wylie,Local Park,Existing,City of Wylie,2020,747702.18359375,5143.95918353979
1802,Southbrook Park,City,Playground,Wylie,Local Park,Existing,City of Wylie,2020,30185.935546875,722.544593906424
1803,Trails of West Frisco Trail Park,City of Frisco,,Frisco,Local Park,Existing,City of Frisco,2017,172798.336914062,1757.94709428534
1804,Wagging Tail Dog Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,295685.411132812,2242.60217336996
1805,Lake Halbert Park,,,Corsicana,Local Park,Existing,NCTCOG,2020,5774183.48730469,21779.0809812141
1806,Waters Edge Park,City of Murphy,,Murphy,Local Park,Existing,PADUSA/Parcels,2020,3353372.52148438,19386.6062651751
1807,Dinosaur Valley State Park,,,Uninc,State Park or Forest,Existing,NCTCOG,2020,74416727.7871094,80662.6272228801
1808,Cindy Jones Park,,,Ovilla,Local Park,Existing,Google,2020,441851.124023438,3648.02172150313
1809,Lake Mineral Wells State Park,,,Mineral Wells,State Park or Forest,Existing,NCTCOG,2020,118514158.783203,150899.226837209
1810,Big Bear Creek Greenbelt Trail,,,Keller,Local Park,Existing,NCTCOG,2020,400684.630859375,6567.89639546056
1811,Northaven Park & Greenbelt,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,879460.561523438,7793.29392725097
1812,West Side Lions Little League Baseball Field,,Park,Fort Worth,Local Park,Existing,League Website,2020,577865.595703125,3215.21875424839
1813,The Vineyards Campground,City of Grapevine,Lake Park,Grapevine,Local Park,Existing,City of Grapevine,2020,2336241.58789062,11422.5042951404
1814,Sycamore Bend Park,US Corps of Engineers,Camping,Hickory Creek,Local Park,Existing,City of Hickory Creek,2017,5805570.74609375,28318.9618681732
1815,Knob Hills Park,US Corps of Engineers,,Flower Mound,Local Park,Existing,Town of Flower Mound,2017,21194112.0009766,65544.0496103494
1816,Park,,,Allen,Local Park,Existing,City of Allen,2017,62689.556640625,1053.51834269742
1817,Wilson Creek,City of McKinney,Open Space,McKinney,Local Park,Existing,City of McKinney,2018,181876.26953125,2532.37253513119
1818,Dimension Tract,City of Carrollton,NA,Carrollton,Local Park,Existing,City of Carrollton,2019,2385952.74707031,11187.1331542492
1819,Toyota of Lewisville Railroad Park,City of Lewisville,,Lewisville,Local Park,Existing,Denton County/City Website/PADUSA,2020,12088594.7001953,22572.843661968
1820,Mustang Park,,,Lantana,Local Park,Existing,NCTCOG,2020,42737.01171875,1138.84964830826
1821,Wright Park,,,Greenville,Local Park,Existing,City of Greenville,2017,285207.185546875,2767.64523162711
1822,Meadowbrook,City of Arlington,Community Park,Arlington,Local Park,Existing,City of Arlington,2019,1279388.60644531,7548.8738916926
1823,LB Houston,Park,,Dallas,Local Park,Existing,City of Dallas,2019,5924775.45800781,13044.969076412
1824,Jennings-May-St Louis Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,106885.056640625,2737.15467158556
