OBJECTID,NAME,OWNER,NOTES,CITY,FEATTYPE,STATUS,SOURCE,SOURCE_YEAR,ShapeSTArea,ShapeSTLength
1825,Denton Creek Park,City of Coppell,,Coppell,Local Park,Existing,City of Coppell,2020,458794.107421875,3701.19879806335
1826,Andy Brown Jr Park West,City of Coppell,,Coppell,Local Park,Existing,City of Coppell,2020,2336180.42382812,8537.66896598418
1827,Magnolia Park,,,Coppell,Local Park,Existing,City of Coppell,2020,1131753.01464844,6345.00083057639
1828,Andy Brown Jr Park,,,Coppell,Local Park,Existing,City of Coppell,2020,1974150.8828125,14881.5587087209
1829,Moore Road Park,City of Coppell,,Coppell,Local Park,Existing,City of Coppell,2020,3637003.78808594,10882.6776802117
1830,Andy Brown Jr Park East,City of Coppell,Coppell Aquatic & Recreation Center,Coppell,Local Park,Existing,City of Coppell,2020,1384348.93359375,4565.70154131158
1831,Andy Brown Jr Park Central,City of Coppell,,Coppell,Local Park,Existing,City of Coppell,2020,1467108.78417969,6606.91526901025
1832,Duck Pond Park,City of Coppell,,Coppell,Local Park,Existing,City of Coppell,2020,313418.641601562,2681.71830104993
1833,Hunterwood Park,City of Coppell,,Coppell,Local Park,Existing,City of Coppell,2020,349545.811523438,3950.57984109733
1834,MacArthur Park,City of Coppell,,Coppell,Local Park,Existing,City of Coppell,2020,573056.124023438,4836.02866297213
1835,Waggin' Tails Dog Park,City of Coppell,,Coppell,Local Park,Existing,City of Coppell,2020,113097.272460938,1408.41748675891
1836,Town Center Plaza,,,Coppell,Local Park,Existing,City of Coppell,2020,126991.42578125,2339.86390454321
1837,Big Mustang Creek Park,US Corps of Engineers,,Uninc,Local Park,Existing,City of Ennis,2020,3393045.30371094,8527.01434549393
1838,Waxahachie Creek Park,US Corps of Engineers,,Uninc,Local Park,Existing,City of Ennis,2020,9234309.57128906,26544.9956697296
1839,Lower Love Park,US Corps of Engineers,,Ennis,Local Park,Existing,City of Ennis,2020,9879487.61132812,23458.2275810876
1840,High View Park,US Corps of Engineers,,Uninc,Local Park,Existing,City of Ennis,2020,6430167.97460938,19198.7168022737
1841,Mott Park,US Corps of Engineers,,Uninc,Local Park,Existing,City of Ennis,2020,14700444.0595703,27602.5213125812
1842,Little Mustang Creek Park,US Corps of Engineers,,Uninc,Local Park,Existing,City of Ennis,2020,17879681.5273438,34078.7766457565
1843,Jaycee Park,,,Ennis,Local Park,Existing,City of Ennis/PADUSA,2020,862122.548828125,6393.81872615286
1844,Kiwanis Park,,,Ennis,Local Park,Existing,City of Ennis/ESRI Streets Base Map,2020,168705.330078125,2665.52448556458
1845,Storey Park,,,Ennis,Local Park,Existing,City of Ennis,2020,492268.333007812,3852.65986128162
1846,Veterans Memorial Park,,,Ennis,Local Park,Existing,City of Ennis,2020,833310.573242188,3613.58521464993
1847,Kachina Park,,,Ennis,Local Park,Existing,City of Ennis,2020,1551154.1796875,6259.57880751789
1848,Lake Clark Park,,,Ennis,Local Park,Existing,City of Ennis,2020,2766403.93945312,15111.7597321386
1849,The Parks at Texas Star,City of Euless,,Euless,Local Park,Existing,City of Euless,2020,2598789.45703125,7708.79410342562
1850,Bob Eden Park,City of Euless,,Euless,Local Park,Existing,City of Euless/PADUSA,2020,4271089.03417969,13199.148589309
1851,Carr Park,City of Euless,,Euless,Local Park,Existing,City of Euless,2020,389931.387695312,2885.59530260048
1852,The Preserve at Bear Creek,City of Euless,,Euless,Local Park,Existing,City of Euless,2020,937924.490234375,4181.58538973628
1853,Villages of Bear Creek Park,City of Euless,,Euless,Local Park,Existing,City of Euless,2020,2136102.12207031,10408.6602422965
1854,Reflection Park,City of Euless,,Euless,Local Park,Existing,City of Euless,2020,25879.375,932.498273137571
1855,BF Phillips Community Park,,Sports Complex,Frisco,Local Park,Existing,City of Frisco,2020,3570695.3984375,13378.6488838687
1856,Dash's Track Disc Golf Course,,Sports Complex,Frisco,Local Park,Existing,City of Frisco,2020,750527.469726562,3882.30635540796
1857,Ruff Range Dog Park,,Dog Park,Frisco,Local Park,Existing,City of Frisco,2020,220699.100585938,2132.98444357764
1858,Bi-Centennial Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,267979.75,3459.68152216764
1859,The Grove at Frisco Commons,,Neighborhood,Frisco,Local Park,Proposed,City of Frisco,2020,708059.62109375,4017.12926852458
1860,Frisco Commons,,Community Park,Frisco,Local Park,Existing,City of Frisco,2020,3210675.51953125,8220.03851471707
1861,Caddo Trail,,Greenbelt (Linear),Frisco,Local Park,Existing,City of Frisco/PADUSA,2020,1770572.890625,17772.489420989
1862,JC Grant Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,302927.962890625,2402.0093359469
1863,College Parkway Trail - Southern End,,Greenbelt (Linear),Frisco,Local Park,Existing,City of Frisco,2020,571848.810546875,7449.74504690892
1864,College Parkway Trail - Northern End,,Greenbelt (Linear),Frisco,Local Park,Existing,City of Frisco,2020,221873.248046875,3911.8612841631
1865,Cottonwood Creek Park,,Greenbelt (Linear),Frisco,Local Park,Existing,City of Frisco,2020,4663068.57324219,26672.6222792057
1866,Crescent Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,393067.275390625,2874.65449521265
1867,Dominion Trail,,Greenbelt (Linear),Frisco,Local Park,Existing,City of Frisco,2020,387379.716796875,4355.05662993383
1868,Frisco Athletic Center,,Community Park,Frisco,Local Park,Existing,City of Frisco,2020,857599.72265625,4537.80696504775
1869,Frisco Lakes Park Site,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,135536.631835938,1990.48884200652
1870,Holly Hock Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,174394.639648438,2348.06786414905
1871,Hummingbird Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,318130.423828125,3355.89485108965
1872,Independence Practice Site,,Community Park,Frisco,Local Park,Existing,City of Frisco,2020,875755.00390625,4036.77949378519
1873,Miramonte Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,310144.884765625,2766.79269316079
1874,Monarch View Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,584138.751953125,3941.57821432135
1875,Hillcrest Neighborhood Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2017,706993.896484375,9802.6236420368
1876,Mourning Dove Trail,,Greenbelt (Linear),Frisco,Local Park,Existing,City of Frisco,2020,213584.490234375,5647.27807964679
1877,Northwest Community Park,City of Frisco,Sports Complex,Frisco,Local Park,Existing,City of Frisco,2020,6783840.36230469,11680.5731719529
1878,Panther Creek Sports Complex,,Sports Complex,Frisco,Local Park,Proposed,City of Frisco,2020,10754386.2832031,20614.5978034569
1879,Preston Ridge Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,215643.916015625,2033.54428690581
1880,Shawnee Trail Sports Complex,,Sports Complex,Frisco,Local Park,Existing,City of Frisco,2020,872307.640625,4287.36829818783
1881,Shepherds Glen Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,577668.404296875,5952.65198900317
1882,Sonntag Site,,Greenbelt (Linear),Frisco,Local Park,Existing,City of Frisco,2020,4978279.30078125,15986.9259194728
1883,Stephen's Green Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,570306.140625,5048.62388953204
1884,Stewart Creek Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,1205351.36230469,5858.41639688691
1885,Stonelake Trail,,Greenbelt (Linear),Frisco,Local Park,Existing,City of Frisco,2020,68038.3046875,2898.051909732
1886,Teel Pond,,Natural Area,Frisco,Local Park,Existing,City of Frisco,2020,1196807.24316406,4795.37381458123
1887,Wranglers Range Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,348438.162109375,2406.45571094495
1888,1135 Project,,Natural Area,Frisco,Local Park,Existing,City of Frisco,2020,2673583.21484375,21703.7377701718
1889,Americana Trail Head,City of Mesquite,Mesquite Heritage Trail,Mesquite,Local Park,Existing,City of Mesquite,2020,46084.123046875,1375.62781259919
1890,Cartwright Pocket Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,39350.9609375,1205.69075250855
1891,City Lake Park,City of Mesquite,Lakeside Activity Center,Mesquite,Local Park,Existing,City of Mesquite,2020,191370.283203125,2124.35007887737
1892,Florence Elementary School Park,City of Mesquite,Florence Recreation Center,Mesquite,Local Park,Existing,City of Mesquite,2020,374577.701171875,2604.91288173118
1893,Gentry School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,422516.37890625,4360.56079137462
1894,Hanby School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,504323.4765625,2877.40574408587
1895,Hodges Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,642784.86328125,3651.01431208976
1896,McCormick Park,City of Euless,,Euless,Local Park,Existing,City of Euless,2020,916033.260742188,6219.54364371386
1897,Kimbrough Athletic Complex,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,650607.876953125,4549.98986776697
1898,McWhorter School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,898998.306640625,6146.90975805845
1899,North Mesquite Creek Preserve,Dallas County,,Mesquite,Local Park,Existing,City of Mesquite/ESRI Streets Base Map,2020,1201704.76367188,5858.11813178553
1900,Pirrung School Park,MISD,,Mesquite,Local Park,Existing,City of Mesquite,2020,257628.607421875,2130.76959413653
1901,Proctor Oates Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,1049043.34179688,4475.08055362059
1902,Range School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,310856.845703125,2286.79810790947
1903,Rutherford School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,379068.3671875,2756.53368038088
1904,Seabourn School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,322738.404296875,2609.57691066727
1905,Shands School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,338818.82421875,2497.69278686746
1906,Smith School Park,MISD,,Mesquite,Local Park,Existing,City of Mesquite,2020,308733.935546875,2834.09470348352
1907,Tosch School Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,315407.1796875,2676.90325254115
1908,Truman Heights Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,11991.9453125,475.156706244223
1909,Thompson School Park,City of Mesquite & MISD,,Mesquite,Local Park,Existing,City of Mesquite,2020,227196.0390625,2129.6356478128
1910,Westover Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,2185473.453125,17242.3819852069
1911,Lambert Park,City of Mesquite,Lambert Property Park,Mesquite,Local Park,Existing,City of Mesquite,2020,66660.453125,1198.99112376458
1912,First Street Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,40689.89453125,928.403168921851
1913,Dunford Recreation Center,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,49477.763671875,1152.0843344492
1914,Eastfield Soccer Complex Park,Dallas County Community College,,Mesquite,Local Park,Existing,City of Mesquite,2020,1443247.07226562,5066.06856402819
1915,East Glen Greenbelt,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2017,1096948.10742188,10440.034041532
1916,East Glen Greenbelt,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,374851.041015625,2559.25445580801
1917,Bruton Park,City of Mesquite,Bruton Soccer Complex Park,Mesquite,Local Park,Existing,City of Mesquite,2020,698995.455078125,3547.98488174994
1918,Brandy Station Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,654487.19140625,4556.24978888512
1919,Preston North Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,23534.25,660.250656600725
1920,Old Orchard Park,,Neighborhood,Frisco,Local Park,Existing,City of Frisco,2020,216495.364257812,1946.55725500147
1921,Grand Park,City of Frisco,Regional,Frisco,Local Park,Proposed,City of Frisco,2020,9486739.37695312,14032.3429255996
1922,Downtown Gazebo,,Urban Park,Frisco,Local Park,Existing,City of Frisco,2020,7249.87890625,389.995267812184
1923,Wilshire Park,City of Euless,Park,Euless,Local Park,Existing,City of Euless,2020,240523.283203125,2219.42470244482
1924,Heritage Park,City of Euless,Park,Euless,Local Park,Existing,City of Euless,2020,190700.388671875,2083.94297908778
1925,Blessing Branch Park,,,Euless,Local Park,Existing,City of Euless/PADUSA,2020,478917.236328125,6102.51544535617
1926,Pierce Park,,,Ennis,Local Park,Existing,City of Ennis,2020,57410.7607421875,1395.59977992187
1927,Triangle Park,,,Ennis,Local Park,Existing,City of Ennis,2020,9334.4248046875,424.210186713336
1928,Fairview Park,,,Ennis,Local Park,Existing,City of Ennis,2020,327318.477539062,2752.26924043697
1929,Valley Creek Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,2891043.12304688,7686.17625056904
1930,Vanston Park,City of Mesquite,,Mesquite,Local Park,Existing,City of Mesquite,2020,808486.91015625,4516.51158251993
1931,Doss Jesse Survey,City of Euless,Park,Euless,Local Park,Existing,City of Euless,2020,1442806.09667969,6635.2698555204
1932,Texas Star,City of Euless,Park,Euless,Local Park,Existing,City of Euless,2020,66047.90234375,1040.49390378064
1933,Boyd Park,,Natural Area,Frisco,Local Park,Existing,City of Frisco,2020,447501.26953125,2855.90680871132
1934,Austin Ranch,,,The Colony,Local Park,Existing,City of The Colony,2020,125825.8984375,1520.41269715461
1935,BB Owen Sports Facility,,,The Colony,Local Park,Existing,City of The Colony,2020,907206.034179688,3912.88910755163
1936,Bill Allen Memorial Park,,,The Colony,Local Park,Existing,City of The Colony,2020,2107072.5,6186.71290950836
1937,Eastvale Park,,,The Colony,Local Park,Existing,City of The Colony,2020,2491029.31933594,11137.021376786
1938,Greenway Park,,,The Colony,Local Park,Existing,City of The Colony,2020,96820.662109375,1280.50202283198
1939,Hidden Cove Park,,,The Colony,Local Park,Existing,City of The Colony,2020,23283646.0009766,60167.2359760317
1940,Kids Colony,,,The Colony,Local Park,Existing,City of The Colony,2020,137898.606445312,1976.94073883929
1941,N Municipal Park,,,The Colony,Local Park,Existing,City of The Colony,2020,614979.650390625,3739.08374805284
1942,Pawsome Playground Dog Park,,,The Colony,Local Park,Existing,City of The Colony,2020,215958.169921875,2118.12942486774
1943,Ridgepointe Park,,,The Colony,Local Park,Existing,City of The Colony/PADUSA,2020,770558.428710938,4920.03238878896
1944,Scout Park,,,The Colony,Local Park,Existing,City of The Colony,2020,255076.40234375,2359.95902639721
1945,Slay/Baker Park,,,The Colony,Local Park,Existing,City of The Colony,2020,108370.931640625,1474.22030859254
1946,Squires Park,,,The Colony,Local Park,Existing,City of The Colony,2020,290419.053710938,2935.96402855691
1947,Taylor Street Park,,,The Colony,Local Park,Existing,City of The Colony,2020,689646.180664062,6911.46410525239
1948,Aquatic Park,,,The Colony,Local Park,Existing,City of The Colony,2020,217288.036132812,2018.71548978752
1949,Stewart Creek Park,,,The Colony,Local Park,Existing,City of The Colony,2020,2953203.02832031,14210.5773297287
1950,Turner Soccer Complex,,,The Colony,Local Park,Existing,City of The Colony,2020,1146959.15429688,5080.53726224087
1951,West Shore Park,,,The Colony,Local Park,Existing,City of The Colony,2020,49773.4892578125,955.90090511118
1952,Wheel Zone Skate Park,,,The Colony,Local Park,Existing,City of The Colony,2020,10898.171875,471.298002511813
1953,Addison Circle Park,,,Addison,Local Park,Existing,City of Addison,2019,544412.620117188,3238.44148328102
1954,Addison Town Park,,,Addison,Local Park,Existing,City of Addison,2019,110263.030273438,1403.37154236519
1955,Beckert Park,,,Addison,Local Park,Existing,City of Addison,2019,49928.916015625,1299.32044043294
1956,Celestial Park,,,Addison,Local Park,Existing,City of Addison,2019,193910.8671875,1815.19761157548
1957,Les Lacs Linear Park,,,Addison,Local Park,Existing,City of Addison,2019,619389.881835938,9438.46512571825
1958,North Addison Park,,,Addison,Local Park,Existing,City of Addison,2019,150308.931640625,5566.48010321918
1959,Parkview Park,,,Addison,Local Park,Existing,City of Addison,2019,28073.06640625,679.07690287467
1960,Quorum Park,,,Addison,Local Park,Existing,City of Addison,2019,150143.72265625,2088.69654295801
1961,Spruill Park,,,Addison,Local Park,Existing,City of Addison,2019,80401.07421875,1138.8302287738
1962,Vitruvian Park,,,Addison,Local Park,Existing,City of Addison/ESRI Streets Base Map,2019,1133217.94726562,6001.02190293534
1963,White Rock Creek Trail,,,Addison,Local Park,Existing,City of Addison,2019,422583.204101562,6135.73664306041
1964,Winnwood Park,,,Addison,Local Park,Existing,City of Addison,2019,206612.905273438,1929.02439020699
1965,Redding Trail,,,Addison,Local Park,Existing,City of Addison,2019,688497.110351562,17336.0962091587
1966,Arapaho Park,,,Addison,Local Park,Existing,City of Addison,2019,341925.939453125,12620.7725543553
1967,Beltway Sam's Park,,,Addison,Local Park,Existing,City of Addison,2019,77020.990234375,2295.11936262511
1968,Allen Heritage Depot,City of Allen,Facilities,Allen,Local Park,Existing,City of Allen,2019,23325.876953125,676.720293915089
